a_la_carte	table_d'hote
unprotective	protective
unproved	proved
unprovocative	provocative
unpublishable	publishable
unpublished	published
unpunctual	punctual
unpunished	punished
unqualified	qualified
unquestionable	questionable
unquiet	quiet
unquotable	quotable
unreactive	reactive
unready	ready
unreal	real
unrealistic	realistic
unreasonable	reasonable
unreassuring	reassuring
unreceptive	receptive
unreconstructed	reconstructed
unrecoverable	recoverable
unrefined	refined
unreflected	reflected
unregenerate	regenerate
unregistered	registered
unregretful	regretful
unregulated	regulated
unrelated	related
unreliable	reliable
unrenewable	renewable
unrentable	rentable
unrepeatable	repeatable
unrepentant	repentant
unreportable	reportable
unreported	reported
unreproducible	reproducible
unrequested	requested
unresentful	resentful
unreserved	reserved
unrespectable	respectable
unresponsive	responsive
unrestrained	restrained
unrestricted	restricted
unrestrictive	restrictive
unretentive	retentive
unreverberant	reverberant
unrevived	revived
unrewarding	rewarding
unrhetorical	rhetorical
unrhymed	rhymed
unrhythmical	rhythmical
unrifled	rifled
unrigged	rigged
unrighteous	righteous
unsaddled	saddled
unsalable	salable
unsanitary	sanitary
unsaponified	saponified
unsarcastic	sarcastic
unsatisfactory	satisfactory
unsaturated	saturated
unsavory	savory
unscalable	scalable
unscheduled	scheduled
unscholarly	scholarly
unscientific	scientific
unscripted	scripted
unscrupulous	scrupulous
unsealed	sealed
unseamanlike	seamanlike
unseasonable	seasonable
unseasoned	seasoned
unseaworthy	seaworthy
unseductive	seductive
unseeded	seeded
unselected	selected
unselfish	selfish
unsensational	sensational
unsent	sent
unserviceable	serviceable
unservile	servile
unsettled	settled
unsexy	sexy
unshaded	shaded
unshapely	shapely
unshared	shared
unshaven	shaven
unsheared	sheared
unsheathed	sheathed
unshelled	shelled
unshockable	shockable
unshod	shod
unshrinkable	shrinkable
unshuttered	shuttered
unsigned	signed
unsilenced	silenced
unsinkable	sinkable
unsized	sized
unskilled	skilled
unsociable	sociable
unsocial	social
unsold	sold
unsolved	solved
unsound	sound
unsoured	soured
unspaced	spaced
unspecialized	specialized
unspecified	specified
unstable	stable
unstaged	staged
unstained	stained
unstatesmanlike	statesmanlike
unsteady	steady
unstimulating	stimulating
unstoppable	stoppable
unstratified	stratified
unstressed	stressed
unstructured	structured
unstuck	stuck
unstudied	studied
unsuccessful	successful
unsupervised	supervised
unsupported	supported
unsupportive	supportive
unsure	sure
unsurprised	surprised
unsurprising	surprising
unsusceptible	susceptible
unsuspected	suspected
unswept	swept
unsworn	sworn
unsympathetic	sympathetic
unsystematic	systematic
untalented	talented
untangled	tangled
untanned	tanned
untapped	tapped
untempered	tempered
untheatrical	theatrical
unthematic	thematic
unthinkable	thinkable
untidy	tidy
untied	tied
untimbered	timbered
untipped	tipped
untouched	touched
untraceable	traceable
untrained	trained
untranslatable	translatable
untraveled	traveled
untreated	treated
untrimmed	trimmed
untroubled	troubled
untrustworthy	trustworthy
untruthful	truthful
untucked	tucked
unturned	turned
ununderstood	understood
unusual	usual
unvaried	varied
unveiled	veiled
unventilated	ventilated
unvoiced	voiced
unwanted	wanted
unwary	wary
unwaxed	waxed
unweaned	weaned
unwearable	wearable
unwebbed	webbed
unwelcome	welcome
unwholesome	wholesome
unwieldy	wieldy
unwilling	willing
unwitting	witting
unwomanly	womanly
unwooded	wooded
unworldly	worldly
unworthy	worthy
unwoven	woven
unwrapped	wrapped
unwrinkled	wrinkled
unwritten	written
upmarket	downmarket
upper-class	middle-class	lower-class
upstream	downstream
upward	downward
upwind	downwind
urban	rural
used	misused
useful	useless
useless	useful
usual	unusual
vagile	sessile
valid	invalid
varied	unvaried
vascular	avascular
veiled	unveiled
ventilated	unventilated
ventral	dorsal
verbal	numerical
vernal	autumnal	wintry	summery
violable	inviolable
violent	nonviolent
virtuous	wicked
virulent	avirulent
visible	invisible
viviparous	oviparous	ovoviviparous
vocalic	consonantal
voiced	unvoiced
voluble	taciturn
vulnerable	invulnerable
walleyed	cross-eyed
wanted	unwanted
warm-blooded	cold-blooded
warmhearted	coldhearted
wary	unwary
washable	nonwashable
wasteful	thrifty
waxed	unwaxed
weak	strong
weakly	strongly
weaned	unweaned
webbed	unwebbed
weedless	weedy
weedy	weedless
weightless	weighty
weighty	weightless
well-advised	ill-advised
well-defined	ill-defined
wheeled	wheelless
wheelless	wheeled
white-collar	blue-collar
wholesome	unwholesome
wicked	virtuous
wide	narrow
wieldy	unwieldy
wifely	husbandly
wigged	wigless
wigless	wigged
winged	wingless
wingless	winged
wintry	vernal	autumnal	summery
wired	wireless
witting	unwitting
womanly	unwomanly
wooded	unwooded
woody	nonwoody
worldly	unworldly
worn	new
worthless	valuable
woven	unwoven
wrapped	unwrapped
wrinkled	unwrinkled
written	unwritten	spoken
xenogeneic	allogeneic
xeric	mesic	hydric
year-round	seasonal
zonal	azonal
zygodactyl	heterodactyl
zygomorphic	actinomorphic
abaxially	adaxially
aborad	orad
abstractly	concretely
acceptably	unacceptably
accidentally	deliberately
accurately	inaccurately
actively	passively
acutely	chronically
adaxially	abaxially
adequately	inadequately
adroitly	maladroitly
advantageously	disadvantageously
advertently	inadvertently
agreeably	disagreeably
amateurishly	expertly
ambiguously	unambiguously
ambitiously	unambitiously
amply	meagerly
appealingly	unappealingly
appreciatively	unappreciatively
appropriately	inappropriately
approvingly	disapprovingly
articulately	inarticulately
artificially	naturally
ashamedly	unashamedly
assertively	unassertively
asymmetrically	symmetrically
at_best	at_worst
at_least	at_most
at_most	at_least
at_the_least	at_the_most
at_the_most	at_the_least
at_worst	at_best
attractively	unattractively
atypically	typically
audibly	inaudibly
auspiciously	inauspiciously
badly	well
believably	unbelievably
believingly	unbelievingly
below	above
benevolently	malevolently
binaurally	monaurally
bloodily	bloodlessly
bloodlessly	bloodily
broad-mindedly	narrow-mindedly
broadly	narrowly
by_all_means	by_no_means
by_hand	by_machine
by_machine	by_hand
by_no_means	by_all_means
carefully	carelessly
carelessly	carefully
cautiously	incautiously
centrally	peripherally
ceremoniously	unceremoniously
characteristically	uncharacteristically
cheaply	expensively
cheerfully	cheerlessly
cheerlessly	cheerfully
chivalrously	unchivalrously
chronically	acutely
civilly	uncivilly
coarsely	finely
coherently	incoherently
comfortably	uncomfortably
comparably	incomparably
compatibly	incompatibly
competently	incompetently
competitively	noncompetitively
complainingly	uncomplainingly
comprehensively	noncomprehensively
concavely	convexly
conclusively	inconclusively
concretely	abstractly
conditionally	unconditionally
consciously	unconsciously
consequentially	inconsequentially
considerately	inconsiderately
consistently	inconsistently
conspicuously	inconspicuously
constitutionally	unconstitutionally
controversially	uncontroversially
conveniently	inconveniently
conventionally	unconventionally
convexly	concavely
convincingly	unconvincingly
correctly	incorrectly
courteously	discourteously
covertly	overtly
credibly	incredibly
credulously	incredulously
critically	uncritically
decently	indecently
decisively	indecisively
decorously	indecorously
defensively	offensively
deliberately	accidentally
democratically	undemocratically
dependably	undependably
deservedly	undeservedly
diplomatically	undiplomatically
directly	indirectly
disadvantageously	advantageously
disagreeably	agreeably
disapprovingly	approvingly
discouragingly	encouragingly
discourteously	courteously
discreetly	indiscreetly
dishonestly	honestly
dishonorably	honorably
disloyally	loyally
disobediently	obediently
disproportionately	proportionately
disreputably	reputably
disrespectfully	respectfully
distrustfully	trustfully
downriver	upriver
downwardly	upwardly
downwards	upwards
dramatically	undramatically
effectively	ineffectively
effectually	ineffectually
efficaciously	inefficaciously
efficiently	inefficiently
elegantly	inelegantly
eloquently	ineloquently
emotionally	unemotionally
empirically	theoretically
encouragingly	discouragingly
enthusiastically	unenthusiastically
equally	unequally
equitably	inequitably
ethically	unethically
evenly	unevenly
ever	never
exactly	inexactly
excitingly	unexcitingly
excusably	inexcusably
expediently	inexpediently
expensively	cheaply
expertly	amateurishly
explicitly	implicitly
expressively	inexpressively
externally	internally
fairly	unfairly
faithfully	unfaithfully
fashionably	unfashionably
favorably	unfavorably
fearfully	fearlessly
fearlessly	fearfully
feelingly	unfeelingly
felicitously	infelicitously
figuratively	literally
finely	coarsely
finitely	infinitely
flexibly	inflexibly
foolishly	wisely
forgivably	unforgivably
forgivingly	unforgivingly
formally	informally
fortunately	unfortunately
frequently	infrequently
fruitfully	fruitlessly
fruitlessly	fruitfully
generally	specifically
geometrically	linearly
gracefully	gracelessly	ungracefully
gracelessly	gracefully
graciously	ungraciously
grammatically	ungrammatically
gratefully	ungratefully
grudgingly	ungrudgingly
happily	sadly	unhappily
harmfully	harmlessly
harmlessly	harmfully
heavily	lightly
helpfully	unhelpfully
hesitantly	unhesitatingly
honestly	dishonestly
honorably	dishonorably
hopefully	hopelessly
hopelessly	hopefully
hospitably	inhospitably
humanely	inhumanely
humorlessly	humorously
humorously	humorlessly
hurriedly	unhurriedly
hygienically	unhygienically
illegibly	legibly
illegitimately	legitimately
illicitly	licitly
illogically	logically
imaginatively	unimaginatively
immaturely	maturely
immeasurably	measurably
immoderately	moderately
immodestly	modestly
immorally	morally
impatiently	patiently
impenitently	penitently
imperceptibly	perceptibly
imperfectly	perfectly
impermissibly	permissibly
impersonally	personally
implicitly	explicitly
impolitely	politely
impossibly	possibly
imprecisely	precisely
impressively	unimpressively
improperly	properly
improvidently	providently
imprudently	prudently
in_hand	out_of_hand
inaccurately	accurately
inadequately	adequately
inadvertently	advertently
inappropriately	appropriately
inarticulately	articulately
inaudibly	audibly
inauspiciously	auspiciously
incautiously	cautiously
incoherently	coherently
incomparably	comparably
incompatibly	compatibly
incompetently	competently
inconclusively	conclusively
inconsequentially	consequentially
inconsiderately	considerately
inconsistently	consistently
inconspicuously	conspicuously
inconveniently	conveniently
incorrectly	correctly
incredibly	credibly
incredulously	credulously
indecently	decently
indecisively	decisively
indecorously	decorously
indirectly	directly
indiscreetly	discreetly
indoors	outdoors
ineffectively	effectively
ineffectually	effectually
inefficaciously	efficaciously
inefficiently	efficiently
inelegantly	elegantly
ineloquently	eloquently
inequitably	equitably
inexactly	exactly
inexcusably	excusably
inexpediently	expediently
inexpressively	expressively
infelicitously	felicitously
infinitely	finitely
inflexibly	flexibly
informally	formally
informatively	uninformatively
infrequently	frequently
inhospitably	hospitably
inhumanely	humanely
injudiciously	judiciously
inoffensively	offensively
inopportunely	opportunely
inorganically	organically
insanely	sanely
insecurely	securely
insensitively	sensitively
inseparably	separably
insignificantly	significantly
insincerely	sincerely
instructively	uninstructively
insufficiently	sufficiently
intelligently	unintelligently
intelligibly	unintelligibly
intentionally	unintentionally
interestingly	uninterestingly
internally	externally
intolerably	tolerably
intolerantly	tolerantly
intransitively	transitively
invisibly	visibly
involuntarily	voluntarily
inwardly	outwardly
irrationally	rationally
irregularly	regularly
irrelevantly	relevantly
irresolutely	resolutely
irresponsibly	responsibly
irreverently	reverently
joyfully	joylessly
joylessly	joyfully
judiciously	injudiciously
justifiably	unjustifiably
justly	unjustly
knowingly	unknowingly
lawfully	lawlessly	unlawfully
lawlessly	lawfully
legibly	illegibly
legitimately	illegitimately
licitly	illicitly
lightly	heavily
linearly	geometrically
literally	figuratively
logically	illogically
loudly	softly
loyally	disloyally
luckily	unluckily
maladroitly	adroitly
malevolently	benevolently
manageably	unmanageably
manfully	unmanfully
maturely	immaturely
maximally	minimally
measurably	immeasurably
melodiously	unmelodiously
memorably	unmemorably
mindfully	unmindfully
minimally	maximally
moderately	immoderately
modestly	immodestly
monaurally	binaurally
morally	immorally
multilaterally	unilaterally
musically	unmusically
narrow-mindedly	broad-mindedly
narrowly	broadly
naturally	unnaturally	artificially
necessarily	unnecessarily
never	ever
no_longer	still
noisily	quietly
noncompetitively	competitively
noncomprehensively	comprehensively
nonviolently	violently
obediently	disobediently
objectively	subjectively
obligatorily	optionally
obtrusively	unobtrusively
offensively	defensively	inoffensively
officially	unofficially
often	rarely
on_the_one_hand	on_the_other_hand
on_the_other_hand	on_the_one_hand
opportunely	inopportunely
optimistically	pessimistically
optionally	obligatorily
orad	aborad
organically	inorganically
out_of_hand	in_hand
outwardly	inwardly
overtly	covertly
painfully	painlessly
painlessly	painfully
palatably	unpalatably
pardonably	unpardonably
partly	wholly
passively	actively
patiently	impatiently
patriotically	unpatriotically
penitently	impenitently
perceptibly	imperceptibly
perfectly	imperfectly
peripherally	centrally
permanently	temporarily
permissibly	impermissibly
personally	impersonally
pessimistically	optimistically
pleasantly	unpleasantly
politely	impolitely
possibly	impossibly
precedentedly	unprecedentedly
precisely	imprecisely
pretentiously	unpretentiously
primarily	secondarily
privately	publicly
productively	unproductively
profitably	unprofitably
properly	improperly
propitiously	unpropitiously
proportionately	disproportionately
providently	improvidently
prudently	imprudently
publicly	privately
quickly	slowly
quietly	noisily	unquietly
rarely	often
rationally	irrationally
realistically	unrealistically
reasonably	unreasonably
recognizably	unrecognizably
regularly	irregularly
relevantly	irrelevantly
reliably	unreliably
remarkably	unremarkably
repentantly	unrepentantly
reputably	disreputably
resolutely	irresolutely
respectfully	disrespectfully
responsibly	irresponsibly
reverently	irreverently
righteously	unrighteously
romantically	unromantically
sadly	happily
sanely	insanely
satisfactorily	unsatisfactorily
seasonably	unseasonably
secondarily	primarily
securely	insecurely
self-consciously	unselfconsciously
selfishly	unselfishly
sensitively	insensitively
sentimentally	unsentimentally
separably	inseparably
significantly	insignificantly
sincerely	insincerely
singly	multiply
slowly	quickly
smilingly	unsmilingly
sociably	unsociably
softly	loudly
specifically	generally
sportingly	unsportingly
steadily	unsteadily
strongly	weakly
subjectively	objectively
successfully	unsuccessfully
sufficiently	insufficiently
suitably	unsuitably
symmetrically	asymmetrically
sympathetically	unsympathetically
systematically	unsystematically
tactfully	tactlessly
tactlessly	tactfully
tastefully	tastelessly
tastelessly	tastefully
temporarily	permanently
theoretically	empirically
thickly	thinly
thinly	thickly
thoughtfully	thoughtlessly
thoughtlessly	thoughtfully
tolerably	intolerably
tolerantly	intolerantly
transitively	intransitively
trustfully	distrustfully
truthfully	untruthfully
typically	atypically
unacceptably	acceptably
unambiguously	ambiguously
unambitiously	ambitiously
unappealingly	appealingly
unappreciatively	appreciatively
unashamedly	ashamedly
unassertively	assertively
unattractively	attractively
unbelievably	believably
unbelievingly	believingly
unceremoniously	ceremoniously
uncharacteristically	characteristically
unchivalrously	chivalrously
uncivilly	civilly
uncomfortably	comfortably
uncomplainingly	complainingly
unconditionally	conditionally
unconsciously	consciously
unconstitutionally	constitutionally
uncontroversially	controversially
unconventionally	conventionally
unconvincingly	convincingly
uncritically	critically
undemocratically	democratically
undependably	dependably
undeservedly	deservedly
undiplomatically	diplomatically
undramatically	dramatically
unemotionally	emotionally
unenthusiastically	enthusiastically
unequally	equally
unethically	ethically
unevenly	evenly
unexcitingly	excitingly
unfairly	fairly
unfaithfully	faithfully
unfashionably	fashionably
unfavorably	favorably
unfeelingly	feelingly
unforgivably	forgivably
unforgivingly	forgivingly
unfortunately	fortunately
ungracefully	gracefully
ungraciously	graciously
ungrammatically	grammatically
ungratefully	gratefully
ungrudgingly	grudgingly
unhappily	happily
unhelpfully	helpfully
unhesitatingly	hesitantly
unhurriedly	hurriedly
unhygienically	hygienically
unilaterally	multilaterally
unimaginatively	imaginatively
unimpressively	impressively
uninformatively	informatively
uninstructively	instructively
unintelligently	intelligently
unintelligibly	intelligibly
unintentionally	intentionally
uninterestingly	interestingly
unjustifiably	justifiably
unjustly	justly
unknowingly	knowingly
unlawfully	lawfully
unluckily	luckily
unmanageably	manageably
unmanfully	manfully
unmelodiously	melodiously
unmemorably	memorably
unmindfully	mindfully
unmusically	musically
unnaturally	naturally
unnecessarily	necessarily
unobtrusively	obtrusively
unofficially	officially
unpalatably	palatably
unpardonably	pardonably
unpatriotically	patriotically
unpleasantly	pleasantly
unprecedentedly	precedentedly
unpretentiously	pretentiously
unproductively	productively
unprofitably	profitably
unpropitiously	propitiously
unquietly	quietly
unrealistically	realistically
unreasonably	reasonably
unrecognizably	recognizably
unreliably	reliably
unremarkably	remarkably
unrepentantly	repentantly
unrighteously	righteously
unromantically	romantically
unsatisfactorily	satisfactorily
unseasonably	seasonably
unselfconsciously	self-consciously
unselfishly	selfishly
unsentimentally	sentimentally
unsmilingly	smilingly
unsociably	sociably
unsportingly	sportingly
unsteadily	steadily
unsuccessfully	successfully
unsuitably	suitably
unsympathetically	sympathetically
unsystematically	systematically
untruthfully	truthfully
unwarily	warily
unwillingly	willingly
unwittingly	wittingly
upriver	downriver
upwardly	downwardly
upwards	downwards
usefully	uselessly
uselessly	usefully
violently	nonviolently
visibly	invisibly
voluntarily	involuntarily
warily	unwarily
wholly	partly
willingly	unwillingly
wisely	foolishly
wittingly	unwittingly
wrongly	right
