a_la_carte table_d'hote 
dull sharp bright lively sharpen 
dying nascent 
dynamic undynamic 
dysgenic eugenic 
dysphemistic euphemistic 
dysphoric euphoric 
dystopian utopian 
eager uneager 
eared earless 
earless eared 
early late middle 
earned unearned 
earthly heavenly 
east west 
easterly westerly 
eastern western 
easy uneasy difficult 
ebracteate bracteate 
eccentric concentric 
eccrine apocrine 
ecdemic endemic epidemic 
echoic nonechoic 
ectomorphic endomorphic mesomorphic 
edible inedible 
edifying unedifying 
educated uneducated 
effective ineffective 
efferent afferent 
effervescent noneffervescent 
efficacious inefficacious 
efficient inefficient 
effortful effortless 
effortless effortful 
egalitarian elitist 
egoistic altruistic 
elastic inelastic 
elated dejected 
elective appointive 
elegant inelegant 
eligible ineligible 
emmetropic ametropic 
emotional cerebral unemotional 
empirical theoretical 
employable unemployable 
employed unemployed 
empty full fill 
enabling disabling 
enchanted disenchanted 
enclosed unenclosed 
encouraging discouraging 
encumbered unencumbered 
end-stopped run-on 
endemic ecdemic cosmopolitan epidemic 
endergonic exergonic 
endocentric exocentric 
endocrine exocrine 
endoergic exoergic 
endogamous autogamous exogamous 
endogenic exogenic 
endogenous exogenous 
endomorphic ectomorphic mesomorphic 
endothermic exothermic 
endowed unendowed 
energetic lethargic 
enforceable unenforceable 
enforced unenforced 
enfranchised disenfranchised 
enlightened unenlightened 
enlightening unenlightening 
enlivened unenlivened 
enterprising unenterprising 
enthusiastic unenthusiastic 
entomophilous anemophilous 
entozoic epizoic 
epidemic endemic ecdemic 
epizoic entozoic 
equal differ unequal 
equatorial polar 
equipped unequipped 
equitable inequitable 
equivocal unequivocal 
eradicable ineradicable 
erect unerect 
eremitic cenobitic 
esoteric exoteric 
essential inessential 
established unestablished 
estimable contemptible 
estrous anestrous 
ethical unethical 
eucaryotic procaryotic 
eugenic dysgenic 
eukaryotic prokaryotic 
euphemistic dysphemistic 
euphonious cacophonous 
euphoric dysphoric 
eusporangiate leptosporangiate 
even uneven odd 
eventful uneventful 
evergreen deciduous 
evil good 
evitable inevitable 
exact inexact 
exaugural inaugural 
exchangeable unexchangeable 
excitable unexcitable 
excited unexcited 
exciting unexciting 
exclusive inclusive 
exculpatory inculpatory 
excusable inexcusable 
exempt nonexempt enforce 
exergonic endergonic 
exhausted unexhausted 
exhaustible inexhaustible 
existent nonexistent 
exocentric endocentric 
exocrine endocrine 
exoergic endoergic 
exogamous autogamous endogamous 
exogenic endogenic 
exogenous endogenous 
exoteric esoteric 
exothermic endothermic 
expanded contracted 
expansive unexpansive 
expected unexpected 
expedient inexpedient 
expendable unexpendable 
expensive cheap 
experienced inexperienced 
expired unexpired 
explicable inexplicable 
explicit implicit 
exploited unexploited 
exploratory nonexploratory 
explosive nonexplosive 
exportable unexportable 
express local 
expressible inexpressible 
extant extinct 
extended unextended 
extensile nonextensile 
extensive intensive 
exterior interior 
external internal 
extinct extant active 
extinguishable inextinguishable 
extracellular intracellular 
extramural intramural 
extraordinary ordinary 
extrasensory sensory 
extraterritorial territorial 
extricable inextricable 
extrinsic intrinsic 
extrospective introspective 
extroversive introversive ambiversive 
extrovert introvert 
extrusive intrusive 
eyed eyeless 
eyeless eyed 
faced faceless 
faceless faced 
faceted unfaceted 
factory-made homemade 
facultative obligate 
failing passing 
fair unfair foul 
faithful unfaithful 
fallible infallible 
falling rising 
false true 
familiar strange unfamiliar 
fancy plain 
far near 
farsighted nearsighted 
fashionable unfashionable 
fast slow 
fastened unfastened 
fastidious unfastidious 
fat thin 
fatal nonfatal 
fathomable unfathomable 
fatty nonfat 
favorable unfavorable 
feathered unfeathered 
febrile afebrile 
federal unitary 
felicitous infelicitous 
female androgynous male 
feminine neuter masculine 
ferned fernless 
fernless ferned 
fertile sterile 
few many 
fewer more 
fewest most 
fictional nonfictional 
figurative literal 
filial parental 
filled unfilled 
financial nonfinancial 
fine coarse 
fingered fingerless 
fingerless fingered 
finished unfinished 
finite infinite 
first second last 
fissile nonfissile 
fissionable nonfissionable 
fit unfit 
fixed unfixed 
flat contrasty sharp natural 
flattering unflattering 
fledged unfledged 
flexible inflexible 
floored ceilinged 
flowering flowerless 
flowerless flowering 
focused unfocused 
following leading 
foolish wise 
footed footless 
footless footed 
forceful forceless 
forceless forceful 
fore aft 
forehand backhand 
foreign native domestic 
forfeit claim 
forgettable unforgettable 
forgiving unforgiving 
formal informal 
formed unformed 
former latter 
forte piano 
fortissimo pianissimo 
fortunate unfortunate 
forward reverse backward 
fossorial cursorial 
foul fair 
found lost 
fractional whole 
fragrant malodorous 
frail robust 
framed unframed 
fraternal identical 
free unfree obstruct bound confine 
freelance salaried 
frequent infrequent 
fresh salty preserved stale 
fretted unfretted 
friendly hostile unfriendly 
frivolous serious 
front rear back 
frozen unfrozen 
fruitful unfruitful 
fueled unfueled 
full empty thin 
full-term premature 
full-time half-time part-time 
functional organic nonfunctional 
functioning malfunctioning 
funded unfunded 
furnished unfurnished 
furrowed unfurrowed 
future present past 
gabled hipped 
gaseous solid liquid 
gathered ungathered 
geared ungeared 
general specific particular local 
generative consumptive 
generic varietal 
generous stingy ungenerous 
genuine counterfeit 
geocentric heliocentric 
geographic magnetic 
germfree germy 
germy germfree 
glad sad 
glazed unglazed 
glorious inglorious 
gloved gloveless 
gloveless gloved 
gluttonous abstemious 
gnostic agnostic 
go no-go come 
good bad evil 
good-natured ill-natured 
graceful awkward 
gracious ungracious 
gradual sudden steep 
grammatical ungrammatical 
grassless grassy 
grassy grassless 
grateful ungrateful 
greater lesser 
green ripe 
gregarious ungregarious 
groomed ungroomed 
gross net 
guided unguided 
guilty innocent 
gusseted ungusseted 
gutless gutsy 
gutsy gutless 
hairless hairy 
hairy hairless 
half whole 
half-time full-time 
handed handless 
handled handleless 
handleless handled 
handless handed 
handmade machine-made 
haploid diploid polyploid 
happy unhappy 
hard soft 
hardened soft 
hardhearted softhearted 
harmful harmless 
harmless harmful 
harmonic nonharmonic 
harmonious inharmonious 
hateful lovable 
hatless hatted 
hatted hatless 
headed headless unheaded 
headless headed 
healthful unhealthful 
healthy unhealthy 
hearing deaf 
heavenly earthly 
heavy light 
heavy-duty light-duty 
heavy-footed light-footed 
heedful heedless 
heedless heedful 
heliocentric geocentric 
helpful unhelpful 
herbivorous omnivorous carnivorous insectivorous 
here there 
heterocercal homocercal 
heterodactyl zygodactyl 
heteroecious autoecious 
heterogeneous homogeneous 
heterogenous autogenous 
heterologous analogous autologous homologous 
heterosexual bisexual homosexual 
heterotrophic autotrophic 
heterozygous homozygous 
heuristic algorithmic 
hierarchical nonhierarchical 
high low_spirits low 
high-interest low-interest 
high-resolution low-resolution 
high-rise low-rise 
high-sudsing low-sudsing 
high-tech low-tech 
high-tension low-tension 
highland lowland 
hipless hipped 
hipped hipless gabled 
historical ahistorical 
holistic atomistic 
hollow solid 
holophytic holozoic 
holozoic holophytic 
holy unholy 
home away 
homemade factory-made 
homeopathic allopathic 
homocercal heterocercal 
homogeneous heterogeneous 
homologous analogous heterologous autologous 
homosexual bisexual heterosexual 
homozygous heterozygous 
honest dishonest 
honorable dishonorable 
hopeful hopeless 
hopeless hopeful 
horizontal vertical inclined 
horned hornless 
hornless horned 
hospitable inhospitable 
hostile friendly amicable 
hot cold 
human nonhuman 
humane inhumane 
humble proud 
humorless humorous 
humorous humorless 
hungry thirsty 
hurried unhurried 
husbandly wifely 
hydric mesic xeric 
hydrokinetic hydrostatic 
hydrophilic hydrophobic 
hydrophobic hydrophilic 
hydrostatic hydrokinetic 
hydrous anhydrous 
hypercatalectic acatalectic catalectic 
hypertensive normotensive hypotensive 
hypertonic hypotonic isotonic 
hypertrophied atrophied 
hypotensive hypertensive normotensive 
hypotonic hypertonic isotonic 
identical fraternal 
identifiable unidentifiable 
idiographic nomothetic 
idle work busy run 
igneous aqueous 
ignoble noble 
ill well 
ill-advised well-advised 
ill-defined well-defined 
ill-natured good-natured 
illegal legal 
illegible legible 
illegitimate legitimate 
illicit licit 
illiterate literate 
illogical logical 
imitation formalism 
imitative nonimitative 
immanent transeunt 
immaterial material 
immature mature 
immeasurable measurable 
immediate mediate 
immiscible miscible 
immobile mobile 
immoderate moderate 
immodest modest 
immoral moral 
immortal mortal 
immunocompetent immunodeficient 
immunodeficient immunocompetent 
immutable mutable 
impaired unimpaired 
impalpable palpable 
impartial partial 
impassable passable 
impatient patient 
impenetrable penetrable 
impenitent penitent 
imperative beseeching 
imperceptible perceptible 
imperfect perfect 
imperishable perishable 
impermanent permanent 
impermeable permeable 
impermissible permissible 
impersonal personal 
impervious pervious 
impious pious 
implacable placable 
implausible plausible 
implicit explicit 
impolite polite 
impolitic politic 
imponderable ponderable 
important unimportant 
impossible possible 
impotent potent 
impractical practical 
imprecise precise 
impressionable unimpressionable 
impressive unimpressive 
improbable probable 
improper proper 
improved unimproved 
improvident provident 
imprudent prudent 
impure pure 
in_vitro in_vivo 
in_vivo in_vitro 
inaccessible accessible 
inaccurate accurate 
inactive active 
inadequate adequate 
inadmissible admissible 
inadvisable advisable 
inaesthetic aesthetic 
inalienable alienable 
inanimate animate 
inappropriate appropriate 
inarticulate articulate 
inattentive attentive 
inaudible audible 
inaugural exaugural 
inauspicious auspicious 
inboard outboard 
inbred outbred 
incalculable calculable 
incapable capable 
incarnate disincarnate 
incautious cautious 
incidental basic 
inclement clement 
inclined vertical disinclined horizontal 
inclusive exclusive 
incoherent coherent 
incoming outgoing 
incommensurate commensurate 
incommodious commodious 
incommutable commutable 
incomparable comparable 
incompatible compatible 
incompetent competent 
incomplete complete 
incomprehensible comprehensible 
incompressible compressible 
inconclusive conclusive 
incongruent congruent 
incongruous congruous 
inconsiderable considerable 
inconsiderate considerate 
inconsistent consistent 
inconsolable consolable 
inconspicuous conspicuous 
inconstant constant 
incontestable contestable 
incontinent continent 
inconvenient convenient 
inconvertible convertible 
incorporeal corporeal 
incorrect correct 
incorrigible corrigible 
incorrupt corrupt 
increased decreased 
increasing decreasing 
incredible credible 
incredulous credulous 
inculpatory exculpatory 
incurable curable 
incurious curious 
indecent decent 
indecisive decisive 
indecorous decorous 
indefeasible defeasible 
indefinite definite 
indehiscent dehiscent 
independent dependent 
indestructible destructible 
indeterminable determinable 
indeterminate determinate 
indigestible digestible 
indirect direct 
indiscernible discernible 
indiscreet discreet 
indiscriminate discriminate 
indispensable dispensable 
indistinct distinct 
indistinguishable distinguishable 
individual common 
indivisible divisible 
indoor outdoor 
induced spontaneous 
inductive deductive 
indulgent nonindulgent 
industrial nonindustrial 
inedible edible 
ineffective effective 
inefficacious efficacious 
inefficient efficient 
inelastic elastic 
inelegant elegant 
ineligible eligible 
inequitable equitable 
ineradicable eradicable 
inessential essential 
inevitable evitable 
inexact exact 
inexcusable excusable 
inexhaustible exhaustible 
inexpedient expedient 
inexperienced experienced 
inexplicable explicable 
inexpressible expressible 
inextinguishable extinguishable 
inextricable extricable 
infallible fallible 
infectious noninfectious 
infelicitous felicitous 
inferior superior 
infernal supernal 
infinite finite 
inflationary deflationary 
inflected uninflected 
inflectional derivational 
inflexible flexible 
influential uninfluential 
informal formal 
informative uninformative 
informed uninformed 
infrequent frequent 
ingenuous disingenuous 
inglorious glorious 
inhabited uninhabited 
inharmonious harmonious 
inheritable noninheritable 
inhibited uninhibited 
inhospitable hospitable 
inhumane humane 
injectable uninjectable 
injured uninjured 
inland coastal 
inner outer 
innocent guilty 
innocuous noxious 
innumerate numerate 
inoffensive offensive 
inoperable operable 
inoperative operative 
inopportune opportune 
inorganic organic 
inquiring uninquiring 
inquisitorial accusatorial 
insane sane 
insatiate satiate 
insectivorous omnivorous carnivorous herbivorous 
insecure secure 
insensible sensible 
insensitive sensitive 
insentient sentient 
inshore offshore 
inside outside 
insignificant significant 
insincere sincere 
insoluble soluble 
insolvent solvent 
inspiring uninspiring 
institutional noninstitutional 
institutionalized noninstitutionalized 
instructive uninstructive 
instrumental vocal 
insubordinate subordinate 
insubstantial substantial 
insufficient sufficient 
insured uninsured 
insurmountable surmountable 
intangible tangible 
integrated nonintegrated segregated 
integrative disintegrative 
intellectual nonintellectual 
intelligent unintelligent 
intelligible unintelligible 
intemperate temperate 
intended unintended 
intense mild 
intensifying moderating 
intensive extensive 
intercontinental continental 
interdepartmental intradepartmental 
interested uninterested 
interesting uninteresting 
interior exterior 
intermediate terminal 
internal external 
international national 
interrogative declarative 
interrogatory declaratory 
interspecies intraspecies 
interstate intrastate 
intestate testate 
intolerable tolerable 
intolerant tolerant 
intoxicated sober 
intra_vires ultra_vires 
intracellular extracellular 
intractable tractable 
intradepartmental interdepartmental 
intramural extramural 
intransitive transitive 
intraspecies interspecies 
intrastate interstate 
intrinsic extrinsic 
introspective extrospective 
introversive extroversive ambiversive 
intrusive unintrusive protrusive extrusive 
invalid valid 
invariable variable 
invasive noninvasive confined 
inverse direct 
invertebrate vertebrate 
invertible non-invertible 
invigorating debilitating 
inviolable violable 
invisible visible 
inviting uninviting 
involuntary voluntary 
involved uninvolved 
invulnerable vulnerable 
inward outward 
iodinating de-iodinating 
ionic nonionic 
ionized nonionized 
ipsilateral contralateral 
ironed unironed 
irrational rational 
irreconcilable reconcilable 
irreducible reducible 
irregular regular 
irrelevant relevant 
irreligious religious 
irremediable remediable 
irremovable removable 
irreparable reparable 
irreplaceable replaceable 
irresistible resistible 
irresolute resolute 
irresponsible responsible 
irreverent reverent 
irreversible reversible 
irrevocable revocable 
isometric isotonic 
isotonic isometric hypotonic hypertonic 
isotropic anisotropic 
jawed jawless 
jawless jawed 
joint separate 
joyful sorrowful 
joyless joyous 
joyous joyless 
judgmental nonjudgmental 
juiceless juicy 
juicy juiceless 
junior senior 
just unjust 
juvenile adult 
katabatic anabatic 
keyed keyless 
keyless keyed 
kind unkind 
kindly unkindly 
knowable unknowable 
known unknown 
labeled unlabeled 
laced unlaced 
lamented unlamented 
landed landless 
landless landed 
larboard starboard 
large small 
last first 
late middle early 
latter former 
laureled unlaureled 
lawful unlawful 
lax tense 
laxative costive 
leaded unleaded 
leading following 
leafless leafy 
leafy leafless 
leaky tight 
lean rich 
least most 
leavened unleavened 
leeward windward 
left center right 
left-handed right-handed ambidextrous 
legal illegal 
legato staccato 
legged legless 
legible illegible 
legitimate illegitimate 
legless legged 
lengthwise crosswise 
lentic lotic 
leptorrhine catarrhine platyrrhine 
leptosporangiate eusporangiate 
less more 
lesser greater 
lethargic energetic 
level raise 
liberal conservative 
licit illicit 
lidded lidless 
lidless lidded 
light dark heavy 
light-duty heavy-duty 
light-footed heavy-footed 
lighted unlighted 
like unlike dislike 
liked disliked 
likely unlikely 
limbed limbless 
limbless limbed 
limited unlimited 
lineal collateral 
linear cubic planar nonlinear 
lined unlined 
linguistic nonlinguistic 
lipless lipped 
lipped lipless 
liquid solid gaseous 
listed unlisted 
literal figurative 
literate illiterate 
little big much 
livable unlivable 
live recorded dead 
lively dull 
liveried unliveried 
living dead 
loaded unloaded 
loamless loamy 
loamy loamless 
local national express general 
logical illogical 
long short 
long-spurred short-spurred 
loose compact tight 
lossless lossy 
lossy lossless 
lost saved won found 
lotic lentic 
loud soft 
lovable hateful 
loved unloved 
loving unloving 
low high 
low-interest high-interest 
low-resolution high-resolution 
low-rise high-rise 
low-sudsing high-sudsing 
low-tech high-tech 
low-tension high-tension 
lowborn noble 
lower-class middle-class upper-class 
lowercase uppercase 
lowered raised 
lowland highland upland 
loyal disloyal 
lubricated unlubricated 
lucky unlucky 
lyric dramatic 
machine-made handmade 
made unmade 
magnetic geographic antimagnetic nonmagnetic 
major minor 
majuscule minuscule 
maladaptive adaptive 
maladjusted adjusted 
maladroit adroit 
malapropos apropos 
male female androgynous 
maleficent beneficent 
malfunctioning functioning 
malicious unmalicious 
malign benign 
malignant benign 
malnourished nourished 
malodorous fragrant 
malted unmalted 
manageable unmanageable 
manly unmanly 
manned unmanned 
manual automatic 
many few 
marked unmarked 
married unmarried 
masculine neuter feminine 
masochistic sadistic 
matched mismatched 
mated unmated 
material immaterial 
maternal paternal 
matriarchal patriarchal 
mature immature 
maxi midi mini 
maximal minimal 
maximum minimum 
meager ample 
meagerly amply 
meaningful meaningless 
meaningless meaningful 
measurable immeasurable 
meatless meaty 
meaty meatless 
mechanical nonmechanical 
mediate immediate 
medical surgical 
melodious unmelodious 
melted unmelted 
membered memberless 
memberless membered 
mental physical 
merciful merciless 
merciless merciful 
merited unmerited 
mesial distal 
mesic hydric xeric 
mesomorphic endomorphic ectomorphic 
metabolic ametabolic 
metallic nonmetallic 
metamorphic nonmetamorphic 
middle beginning late early end 
middle-class lower-class upper-class 
midi maxi mini 
migratory nonmigratory 
mild intense 
military unmilitary civilian 
mindful unmindful 
mined unmined 
mini midi maxi 
minimal maximal 
minimum maximum 
minor major 
minus plus 
minuscule majuscule 
miscible immiscible 
mismatched matched 
misused used 
mitigated unmitigated 
mobile immobile stabile 
moderate immoderate 
moderating intensifying 
modern nonmodern old_style 
modest immodest 
modifiable unmodifiable 
modified unmodified 
modulated unmodulated 
molar molecular 
molecular molar 
monaural binaural 
moneyed moneyless 
moneyless moneyed 
monochromatic polychromatic 
monoclinic triclinic 
monoclinous diclinous 
monocotyledonous dicotyledonous 
monoecious dioecious 
monogamous polygamous 
monolingual multilingual 
mononuclear binucleate trinucleate 
monophonic polyphonic 
monotheistic polytheistic 
monotonic nonmonotonic 
monovalent polyvalent 
moonless moonlit 
moonlit moonless 
moral immoral 
more fewer less 
mortal immortal 
most least fewest 
motivated unmotivated 
motorized unmotorized 
moved unmoved 
moving unmoving still nonmoving 
mown unmown 
much little 
multidimensional unidimensional 
multiform uniform 
multilane single-lane 
multilateral unilateral 
multilingual monolingual 
multinucleate uninucleate 
multiparous uniparous 
multiple single 
multiple-choice true-false 
multivalent bivalent univalent 
musical unmusical 
mutable immutable 
myelinated unmyelinated 
naive sophisticated 
narrow widen wide 
narrow-minded broad-minded 
narrowing widening 
nascent dying 
nasty nice 
national international local 
native adopted nonnative foreign 
natural unnatural sharp supernatural flat artificial 
near far 
nearsighted farsighted 
necessary unnecessary 
necked neckless 
neckless necked 
negative affirmative positive neutral 
negligent diligent 
net gross 
neurotic unneurotic 
neuter masculine feminine 
neutral negative positive 
new old worn 
nice nasty 
nidicolous nidifugous 
nidifugous nidicolous 
no yes some all 
no-go go 
noble ignoble lowborn 
nocturnal diurnal 
noisy quiet 
nominal real 
nominative oblique 
nomothetic idiographic 
non-invertible invertible 
nonabsorbent absorbent 
nonaddictive addictive 
nonadhesive adhesive 
nonadsorbent adsorbent 
nonalcoholic alcoholic 
nonaligned aligned 
nonarbitrable arbitrable 
nonarbitrary arbitrary 
nonarboreal arboreal 
nonassociative associative 
nonastringent astringent 
nonbearing bearing 
noncausative causative 
noncellular cellular 
noncivilized civilized 
nonclassical classical 
noncollapsible collapsible 
noncolumned columned 
noncombinative combinative 
noncombustible combustible 
noncommercial commercial 
noncommissioned commissioned 
noncompetitive competitive 
noncomprehensive comprehensive 
nonconductive conductive 
nonconformist conformist Anglican 
noncritical critical 
noncrucial crucial 
noncrystalline crystalline 
noncurrent current 
noncyclic cyclic 
nondeductible deductible 
nondisposable disposable 
nonechoic echoic 
noneffervescent effervescent 
nonexempt exempt 
nonexistent existent 
nonexploratory exploratory 
nonexplosive explosive 
nonextensile extensile 
nonfat fatty 
nonfatal fatal 
nonfictional fictional 
nonfinancial financial 
nonfissile fissile 
nonfissionable fissionable 
nonfunctional functional 
nonharmonic harmonic 
nonhierarchical hierarchical 
nonhuman human 
nonimitative imitative 
nonindulgent indulgent 
nonindustrial industrial 
noninfectious infectious 
noninheritable inheritable 
noninstitutional institutional 
noninstitutionalized institutionalized 
nonintegrated integrated 
nonintellectual intellectual 
noninvasive invasive 
nonionic ionic 
nonionized ionized 
nonjudgmental judgmental 
nonlinear linear 
nonlinguistic linguistic 
nonmagnetic magnetic 
nonmechanical mechanical 
nonmetallic metallic 
nonmetamorphic metamorphic 
nonmigratory migratory 
nonmodern modern 
nonmonotonic monotonic 
nonmoving moving 
nonnative native 
nonoperational operational 
nonparticulate particulate 
nonpartisan partisan 
nonpasserine passerine 
nonphotosynthetic photosynthetic 
nonpolitical political 
nonporous porous 
nonpregnant pregnant 
nonprehensile prehensile 
nonprescription prescription 
nonprofessional professional 
nonproprietary proprietary 
nonpsychoactive psychoactive 
nonracial racial 
nonradioactive radioactive 
nonrandom random 
nonreciprocal reciprocal 
nonreflective reflective 
nonrepetitive repetitive 
nonrepresentational representational 
nonrepresentative representative 
nonresident resident 
nonresidential residential 
nonreticulate reticulate 
nonretractile retractile 
nonreturnable returnable 
nonreversible reversible 
nonrigid rigid 
nonruminant ruminant 
nonsectarian sectarian 
nonsignificant significant 
nonslippery slippery 
nonspatial spatial 
nonspeaking speaking 
nonspecific specific 
nonspherical spherical 
nonstandard standard 
nonsteroidal steroidal 
nonsubmersible submersible 
nonsuppurative suppurative 
nonsurgical surgical 
nonsyllabic syllabic 
nontaxable taxable 
nontechnical technical 
nonterritorial territorial 
nonthermal thermal 
nontoxic toxic 
nontraditional traditional 
nontranslational translational 
nonunion union 
nonviolent violent 
nonvolatile volatile 
nonwashable washable 
nonwoody woody 
normal abnormal paranormal 
normotensive hypertensive hypotensive 
north south 
northern southern 
nosed noseless 
noseless nosed 
noticeable unnoticeable 
noticed unnoticed 
nourished malnourished 
noxious innocuous 
nuclear conventional 
numerate innumerate 
numerical verbal 
obedient disobedient 
objective subjective 
oblate prolate 
obligate facultative 
obligated unobligated 
obligatory optional 
oblique parallel nominative perpendicular 
obstructed unobstructed 
obtrusive unobtrusive 
obtuse acute 
obvious unobvious 
occupied unoccupied 
odd even 
odorless odorous 
odorous odorless 
off on 
off-line on-line 
off-site on-site 
off-street on-street 
offending unoffending 
offensive defensive inoffensive 
official unofficial 
offshore inshore onshore 
offside onside 
offstage onstage 
oiled unoiled 
old new young 
oleophilic oleophobic 
oleophobic oleophilic 
omnidirectional directional 
omnivorous carnivorous insectivorous herbivorous 
on off 
on-line off-line 
on-site off-site 
on-street off-street 
one-piece three-piece two-piece 
onshore offshore 
onside offside 
onstage offstage 
onymous anonymous 
opaque clear 
open shut closed close 
opening closing 
operable inoperable 
operational nonoperational 
operative inoperative 
opisthognathous prognathous 
opportune inopportune 
opposable unopposable 
opposed unopposed 
opposite alternate 
optimistic pessimistic 
optional obligatory 
oral aboral anal 
ordered disordered 
orderly disorderly 
ordinal cardinal 
ordinary extraordinary 
organic functional inorganic 
organized unorganized disorganized 
oriented unoriented 
orienting disorienting 
original unoriginal 
orthodox unorthodox 
orthotropous campylotropous 
ostentatious unostentatious 
other same 
out safe 
outboard inboard 
outbred inbred 
outdoor indoor 
outer inner 
outgoing incoming 
outlaw legalize 
outside inside 
outward inward 
overcast clear_up 
overhand underhand 
overhead subsurface surface 
overt covert 
oviparous viviparous ovoviviparous 
ovoviviparous oviparous viviparous 
owned unowned 
packaged unpackaged 
paid unpaid 
painful painless 
painless painful 
paintable unpaintable 
painted unpainted 
palatable unpalatable 
palingenetic cenogenetic 
palpable impalpable 
paradigmatic syntagmatic 
parallel oblique perpendicular 
paranormal normal 
pardonable unpardonable 
parental filial 
parented unparented 
part-time full-time 
partial impartial 
particular universal general 
particulate nonparticulate 
partisan nonpartisan 
pass fail 
passable impassable 
passerine nonpasserine 
passing failing running 
passionate passionless 
passionless passionate 
passive active 
past present future 
paternal maternal 
patient impatient 
patriarchal matriarchal 
patriotic unpatriotic 
patronized unpatronized 
patterned plain 
paved unpaved 
peaceful unpeaceful 
pedunculate sessile 
penetrable impenetrable 
penitent impenitent 
perceptible imperceptible 
perceptive unperceptive 
perennial annual biennial 
perfect imperfect 
perinatal prenatal postnatal 
periodic aperiodic 
peripheral central 
peripteral apteral 
perishable imperishable 
permanent impermanent 
permeable impermeable 
permissible impermissible 
permissive unpermissive preventive 
perpendicular parallel oblique 
perplexed unperplexed 
persistent caducous 
personal impersonal 
persuasive dissuasive 
pervious impervious 
pessimistic optimistic 
petalous apetalous 
phlegmy dry 
photosynthetic nonphotosynthetic 
physical mental 
pianissimo fortissimo 
piano forte 
pigeon-toed splayfooted 
pious impious 
placable implacable 
placental aplacental 
plain patterned fancy 
planar linear cubic 
planned unplanned 
planted unplanted 
plantigrade digitigrade 
platyrrhine catarrhine leptorrhine 
plausible implausible 
playable unplayable 
playful unplayful 
pleasant unpleasant 
pleased displeased 
pleasing displeasing 
pleurocarpous acrocarpous 
plowed unplowed 
plucked bowed 
plural singular 
plus minus 
pointed pointless 
pointless pointed 
polar equatorial 
polished unpolished 
polite impolite 
politic impolitic 
political nonpolitical 
polychromatic monochromatic 
polygamous monogamous 
polyphonic monophonic 
polyploid diploid haploid 
polytheistic monotheistic 
polyvalent monovalent 
ponderable imponderable 
poor rich 
popular unpopular 
porous nonporous 
portable unportable 
posed unposed 
positive negative neutral 
possible impossible 
posterior anterior 
postmeridian antemeridian 
postmortem antemortem 
postnatal perinatal prenatal 
postnuptial prenuptial 
postprandial preprandial 
postwar prewar 
potent impotent 
potential actual 
potted unpotted 
powered unpowered 
powerful powerless 
powerless powerful 
practical impractical 
precedented unprecedented 
preceding succeeding 
precise imprecise 
precocial altricial 
precocious retarded 
predicative attributive 
predictable unpredictable 
pregnant nonpregnant 
prehensile nonprehensile 
prejudiced unprejudiced 
premature full-term 
premeditated unpremeditated 
prenatal perinatal postnatal 
prenuptial postnuptial 
prepared unprepared 
preprandial postprandial 
prescription nonprescription 
prescriptive descriptive 
present future absent past 
preserved destroyed fresh 
presidential unpresidential 
pretentious unpretentious 
preventable unpreventable 
preventive permissive 
prewar postwar 
priestly unpriestly 
primary secondary 
principled unprincipled 
printable unprintable 
private public 
privileged underprivileged 
pro con anti 
pro-american anti-American 
pro-choice pro-life 
pro-life pro-choice 
proactive retroactive 
probable improbable 
procaryotic eucaryotic 
processed unprocessed 
productive unproductive 
profane sacred 
professional unprofessional nonprofessional amateur 
profitable unprofitable 
profound superficial 
prognathous opisthognathous 
progressive regressive 
prokaryotic eukaryotic 
prolate oblate 
prolix concise 
pronounceable unpronounceable 
proper improper 
prophetic unprophetic 
propitious unpropitious 
proportionate disproportionate 
proprietary nonproprietary 
prospective retrospective 
protected unprotected 
protective unprotective 
protrusive intrusive 
proud humble 
proved unproved 
provident improvident 
provincial cosmopolitan 
provocative unprovocative 
proximal distal 
proximate ultimate 
prudent imprudent 
psychoactive nonpsychoactive 
public private 
publicized suppressed 
publishable unpublishable 
published unpublished 
punctual unpunctual 
puncturable punctureless 
punctureless puncturable 
punished unpunished 
punitive rehabilitative 
pure impure 
purebred crossbred 
purifying adulterating 
purposeful purposeless 
purposeless purposeful 
pyretic antipyretic 
quadruped biped 
quadrupedal bipedal 
qualified unqualified 
qualitative quantitative 
quantitative syllabic accentual qualitative 
questionable unquestionable 
quiet unquiet noisy active 
quotable unquotable 
racial nonracial 
radical cauline 
radioactive nonradioactive 
radiolucent radiopaque 
radiopaque radiolucent 
raised lowered 
random nonrandom 
rational irrational 
raw cooked 
re-entrant salient 
reactive unreactive 
ready unready 
ready-made custom-made 
real unreal nominal 
realistic unrealistic 
rear front head 
reasonable unreasonable 
reassuring unreassuring 
receptive unreceptive 
recessive dominant 
reciprocal nonreciprocal 
reconcilable irreconcilable 
reconstructed unreconstructed 
recorded live 
recoverable unrecoverable 
reducible irreducible 
refined unrefined 
reflected unreflected 
reflective nonreflective 
regenerate unregenerate 
registered unregistered 
regressive progressive 
regretful unregretful 
regular irregular 
regulated unregulated 
rehabilitative punitive 
rejective acceptive 
related unrelated 
relative absolute 
relaxed tense 
relevant irrelevant 
reliable unreliable 
religious irreligious secular 
remediable irremediable 
removable irremovable 
renewable unrenewable 
rentable unrentable 
reparable irreparable 
repeatable unrepeatable 
repentant unrepentant 
repetitive nonrepetitive 
replaceable irreplaceable 
reportable unreportable 
